codeindyr;code;countryname;year;indicator;estimate;stddev;nsource;pctrank;pctranklower;pctrankupper
CHNge2023;CHN;China;2023;ge;0,68;0,26;7;73,6;60,4;82,1
COLge2023;COL;Colombia;2023;ge;-0,08;0,24;9;48,1;33,5;62,3
COMge2023;COM;Comoros;2023;ge;-1,54;0,26;6;6,6;2,4;12,7
ZARge2023;ZAR;Congo;2023;ge;-1,69;0,21;10;4,7;0,9;9,0
COGge2023;COG;Congo;2023;ge;-1,33;0,24;8;9,4;4,2;16,5
COKge2023;COK;Cook Islands;2023;ge;-0,15;0,94;1;44,8;4,7;89,6
CRIge2023;CRI;Costa Rica;2023;ge;0,26;0,26;8;60,8;43,9;73,6
HRVge2023;HRV;Croatia;2023;ge;0,71;0,26;8;75,5;62,3;82,5
CUBge2023;CUB;Cuba;2023;ge;-0,48;0,31;4;33,5;15,1;52,8
CYPge2023;CYP;Cyprus;2023;ge;0,74;0,26;7;76,4;62,3;84,4
CZEge2023;CZE;Czech Republic;2023;ge;1,11;0,25;8;82,5;74,5;92,0
CIVge2023;CIV;Cote d'Ivoire;2023;ge;-0,36;0,21;12;37,3;26,4;50,5
DNKge2023;DNK;Denmark;2023;ge;2,02;0,26;7;98,6;93,4;100,0
DJIge2023;DJI;Djibouti;2023;ge;-0,73;0,23;7;25,5;12,7;37,7
DMAge2023;DMA;Dominica;2023;ge;0,26;0,42;2;61,3;35,4;79,7
DOMge2023;DOM;Dominican Republic;2023;ge;0,13;0,26;7;56,6;38,2;68,9
ECUge2023;ECU;Ecuador;2023;ge;-0,49;0,26;7;32,5;16,5;48,6
EGYge2023;EGY;Egypt;2023;ge;-0,24;0,24;8;42,0;29,2;57,5
SLVge2023;SLV;El Salvador;2023;ge;0,05;0,26;9;53,8;36,8;67,5
GNQge2023;GNQ;Equatorial Guinea;2023;ge;-1,32;0,27;4;9,9;3,3;19,3
ERIge2023;ERI;Eritrea;2023;ge;-1,79;0,23;7;2,8;0,9;8,0
ESTge2023;EST;Estonia;2023;ge;1,26;0,24;9;88,7;79,2;96,7
SWZge2023;SWZ;Eswatini;2023;ge;-0,88;0,26;7;19,3;9,9;34,4
ETHge2023;ETH;Ethiopia;2023;ge;-0,77;0,22;9;24,1;12,7;35,4
FJIge2023;FJI;Fiji;2023;ge;0,49;0,41;3;68,4;43,4;84,4
FINge2023;FIN;Finland;2023;ge;1,74;0,26;7;97,2;89,2;99,5
FRAge2023;FRA;France;2023;ge;1,14;0,26;8;83,0;75,5;93,4
GUFge2023;GUF;French Guiana;2023;ge;1,28;0,38;2;89,2;73,1;97,6
GABge2023;GAB;Gabon;2023;ge;-0,78;0,25;7;23,1;11,3;36,8
GMBge2023;GMB;Gambia;2023;ge;-0,59;0,22;11;29,7;16,5;42,0
GEOge2023;GEO;Georgia;2023;ge;0,79;0,29;6;77,8;62,3;88,7
DEUge2023;DEU;Germany;2023;ge;1,19;0,26;8;85,4;76,9;95,3
GHAge2023;GHA;Ghana;2023;ge;-0,09;0,20;13;47,2;35,4;59,0
GRCge2023;GRC;Greece;2023;ge;0,15;0,26;8;57,5;40,1;69,3
GRLge2023;GRL;Greenland;2023;ge;0,76;0,49;1;77,4;49,1;93,4
GRDge2023;GRD;Grenada;2023;ge;-0,01;0,42;2;50,9;26,4;73,6
GUMge2023;GUM;Guam;2023;ge;0,65;0,51;1;73,1;43,4;91,5
GTMge2023;GTM;Guatemala;2023;ge;-0,90;0,26;7;18,4;9,4;34,0
GINge2023;GIN;Guinea;2023;ge;-0,91;0,22;10;17,0;9,9;31,1
GNBge2023;GNB;Guinea-Bissau;2023;ge;-1,43;0,24;7;8,0;2,4;13,2
GUYge2023;GUY;Guyana;2023;ge;-0,29;0,31;4;39,6;21,2;58,5
HTIge2023;HTI;Haiti;2023;ge;-2,23;0,28;6;0,9;0,0;3,3
HNDge2023;HND;Honduras;2023;ge;-0,80;0,24;9;22,6;11,3;35,4
HKGge2023;HKG;Hong Kong;2023;ge;1,55;0,27;7;92,9;82,1;98,1
HUNge2023;HUN;Hungary;2023;ge;0,37;0,24;9;62,7;50,5;77,4
ISLge2023;ISL;Iceland;2023;ge;1,56;0,28;6;93,4;82,1;98,1
INDge2023;IND;India;2023;ge;0,48;0,25;9;67,9;53,8;79,7
IDNge2023;IDN;Indonesia;2023;ge;0,58;0,25;9;69,8;58,0;80,2
IRNge2023;IRN;Iran;2023;ge;-1,02;0,28;6;14,2;7,1;31,1
IRQge2023;IRQ;Iraq;2023;ge;-1,39;0,30;6;8,5;2,4;17,9
IRLge2023;IRL;Ireland;2023;ge;1,59;0,26;7;94,3;84,0;99,1
ISRge2023;ISR;Israel;2023;ge;1,15;0,28;6;83,5;73,6;94,3
ITAge2023;ITA;Italy;2023;ge;0,61;0,26;7;70,3;58,5;81,1
JAMge2023;JAM;Jamaica;2023;ge;0,41;0,28;6;66,0;48,6;79,2
JPNge2023;JPN;Japan;2023;ge;1,63;0,28;6;96,7;84,4;99,1
JEYge2023;JEY;Jersey;2023;ge;1,18;0,49;1;84,9;62,7;98,1
JORge2023;JOR;Jordan;2023;ge;0,39;0,26;7;64,6;49,5;78,8
KAZge2023;KAZ;Kazakhstan;2023;ge;0,15;0,26;7;57,1;40,1;69,3
KENge2023;KEN;Kenya;2023;ge;-0,30;0,21;11;38,7;27,8;52,8
KIRge2023;KIR;Kiribati;2023;ge;-0,10;0,41;3;46,2;23,1;69,8
PRKge2023;PRK;Korea;2023;ge;-1,48;0,31;4;7,1;0,9;15,1
KORge2023;KOR;Korea;2023;ge;1,40;0,26;7;90,6;79,7;97,6
KSVge2023;KSV;Kosovo;2023;ge;-0,08;0,28;6;47,6;32,1;62,3
KWTge2023;KWT;Kuwait;2023;ge;0,01;0,26;7;51,4;35,4;67,0
KGZge2023;KGZ;Kyrgyz Republic;2023;ge;-0,89;0,26;9;18,9;9,4;34,4
LAOge2023;LAO;Lao PDR;2023;ge;-0,64;0,27;8;28,3;13,2;42,9
LVAge2023;LVA;Latvia;2023;ge;0,70;0,25;8;74,1;62,3;82,1
LBNge2023;LBN;Lebanon;2023;ge;-1,58;0,30;5;6,1;0,9;13,2
LSOge2023;LSO;Lesotho;2023;ge;-0,95;0,21;11;16,5;9,9;29,2
LBRge2023;LBR;Liberia;2023;ge;-1,36;0,21;11;9,0;4,2;14,2
LBYge2023;LBY;Libya;2023;ge;-1,64;0,26;6;5,2;0,9;9,9
LIEge2023;LIE;Liechtenstein;2023;ge;1,63;0,38;2;96,2;80,2;99,5
LTUge2023;LTU;Lithuania;2023;ge;1,05;0,25;8;81,6;70,8;90,6
LUXge2023;LUX;Luxembourg;2023;ge;1,91;0,26;7;98,1;91,5;100,0
MACge2023;MAC;Macao;2023;ge;1,09;0,38;2;82,1;67,5;96,7
MDGge2023;MDG;Madagascar;2023;ge;-1,02;0,22;11;13,7;8,5;27,4
MWIge2023;MWI;Malawi;2023;ge;-0,86;0,21;11;19,8;10,8;32,1
MYSge2023;MYS;Malaysia;2023;ge;0,88;0,26;7;79,7;67,5;89,2
MDVge2023;MDV;Maldives;2023;ge;-0,13;0,41;3;45,3;21,7;68,9
MLIge2023;MLI;Mali;2023;ge;-1,14;0,21;11;12,7;7,1;22,2
MLTge2023;MLT;Malta;2023;ge;0,40;0,29;6;65,6;48,1;79,2
MHLge2023;MHL;Marshall Islands;2023;ge;0,07;0,41;3;54,7;29,2;76,4
MTQge2023;MTQ;Martinique;2023;ge;0,65;0,51;1;73,1;43,4;91,5
MRTge2023;MRT;Mauritania;2023;ge;-0,76;0,22;9;24,5;12,7;35,4
MUSge2023;MUS;Mauritius;2023;ge;0,71;0,25;8;75,0;62,3;82,1
MEXge2023;MEX;Mexico;2023;ge;-0,20;0,24;9;43,4;29,2;58,5
FSMge2023;FSM;Micronesia;2023;ge;0,23;0,41;3;59,4;35,4;79,7
MDAge2023;MDA;Moldova;2023;ge;-0,16;0,30;5;44,3;27,4;62,3
MCOge2023;MCO;Monaco;2023;ge;2,02;0,51;1;99,1;84,9;100,0
MNGge2023;MNG;Mongolia;2023;ge;-0,47;0,25;9;34,0;19,3;48,6
MNEge2023;MNE;Montenegro;2023;ge;0,25;0,29;6;59,9;42,0;75,9
MARge2023;MAR;Morocco;2023;ge;-0,04;0,23;10;50,0;35,4;62,3
MOZge2023;MOZ;Mozambique;2023;ge;-0,72;0,22;10;25,9;13,2;36,8
MMRge2023;MMR;Myanmar;2023;ge;-1,75;0,28;6;3,8;0,9;9,9
NAMge2023;NAM;Namibia;2023;ge;0,03;0,24;7;52,8;36,8;66,5
NRUge2023;NRU;Nauru;2023;ge;-0,07;0,50;2;48,6;19,3;76,4
NPLge2023;NPL;Nepal;2023;ge;-0,81;0,26;9;21,7;9,9;36,8
NLDge2023;NLD;Netherlands;2023;ge;1,63;0,26;7;95,8;85,4;99,1
ANTge2023;ANT;Netherlands Antilles;2023;ge;..;..;..;..;..;..
NZLge2023;NZL;New Zealand;2023;ge;1,53;0,27;7;92,5;81,6;98,1
NICge2023;NIC;Nicaragua;2023;ge;-1,08;0,28;6;13,2;6,1;29,2
NERge2023;NER;Niger;2023;ge;-0,64;0,22;10;28,8;14,6;39,6
NGAge2023;NGA;Nigeria;2023;ge;-0,85;0,21;11;20,3;11,3;32,1
NIUge2023;NIU;Niue;2023;ge;1,16;0,94;1;84,0;35,8;100,0
MKDge2023;MKD;North Macedonia;2023;ge;-0,05;0,29;6;49,1;32,1;66,5
NORge2023;NOR;Norway;2023;ge;1,80;0,30;5;97,6;89,2;99,5
OMNge2023;OMN;Oman;2023;ge;0,27;0,29;5;62,3;43,4;76,4
PAKge2023;PAK;Pakistan;2023;ge;-0,58;0,25;10;30,7;14,6;44,3
PLWge2023;PLW;Palau;2023;ge;0,44;0,50;2;67,5;36,8;88,2
PANge2023;PAN;Panama;2023;ge;-0,21;0,26;7;42,9;28,3;58,5
PNGge2023;PNG;Papua New Guinea;2023;ge;-0,80;0,28;7;22,2;9,9;37,7
PRYge2023;PRY;Paraguay;2023;ge;-0,46;0,26;8;34,4;18,9;50,0
PERge2023;PER;Peru;2023;ge;-0,49;0,24;9;33,0;18,9;46,2
PHLge2023;PHL;Philippines;2023;ge;0,15;0,25;9;58,0;40,1;68,9
POLge2023;POL;Poland;2023;ge;0,42;0,25;8;66,5;52,4;78,8
PRTge2023;PRT;Portugal;2023;ge;0,99;0,26;8;80,2;68,9;90,6
PRIge2023;PRI;Puerto Rico;2023;ge;-0,39;0,32;4;35,8;16,5;56,6
QATge2023;QAT;Qatar;2023;ge;1,20;0,26;6;85,8;77,4;95,8
ROMge2023;ROM;Romania;2023;ge;-0,09;0,24;9;46,7;32,5;62,3
RUSge2023;RUS;Russian Federation;2023;ge;-0,71;0,30;5;26,4;10,4;42,5
RWAge2023;RWA;Rwanda;2023;ge;0,39;0,22;9;65,1;52,8;76,4
REUge2023;REU;Reunion;2023;ge;0,65;0,51;1;73,1;43,4;91,5
WSMge2023;WSM;Samoa;2023;ge;0,49;0,40;4;68,9;43,9;83,5
SMRge2023;SMR;San Marino;2023;ge;1,20;0,51;1;87,3;62,3;99,1
SAUge2023;SAU;Saudi Arabia;2023;ge;0,80;0,26;8;78,8;62,7;87,3
SENge2023;SEN;Senegal;2023;ge;0,07;0,21;11;54,2;40,1;66,0
SRBge2023;SRB;Serbia;2023;ge;0,01;0,28;6;51,9;34,9;67,5
SYCge2023;SYC;Seychelles;2023;ge;0,62;0,29;4;70,8;57,5;82,1
SLEge2023;SLE;Sierra Leone;2023;ge;-1,16;0,21;12;12,3;6,6;21,2
SGPge2023;SGP;Singapore;2023;ge;2,32;0,26;8;100,0;97,6;100,0
SVKge2023;SVK;Slovak Republic;2023;ge;0,23;0,24;9;59,0;43,9;70,8
SVNge2023;SVN;Slovenia;2023;ge;1,04;0,25;8;81,1;70,8;90,6
SLBge2023;SLB;Solomon Islands;2023;ge;-0,73;0,40;4;25,0;8,5;47,2
SOMge2023;SOM;Somalia;2023;ge;-1,98;0,22;7;1,9;0,0;5,2
ZAFge2023;ZAF;South Africa;2023;ge;-0,26;0,23;9;40,6;29,2;55,7
SSDge2023;SSD;South Sudan;2023;ge;-2,33;0,25;6;0,0;0,0;2,4
ESPge2023;ESP;Spain;2023;ge;0,75;0,26;8;76,9;62,3;84,4
LKAge2023;LKA;Sri Lanka;2023;ge;-0,25;0,26;7;41,0;26,9;58,5
KNAge2023;KNA;St. Kitts and Nevis;2023;ge;0,38;0,51;1;63,7;34,4;87,7
LCAge2023;LCA;St. Lucia;2023;ge;0,07;0,42;2;55,7;29,2;77,4
VCTge2023;VCT;St. Vincent and the Grenadines;2023;ge;0,07;0,42;2;55,7;29,2;77,4
SDNge2023;SDN;Sudan;2023;ge;-1,98;0,22;9;2,4;0,0;5,2
SURge2023;SUR;Suriname;2023;ge;-0,97;0,34;3;16,0;6,6;35,4
SWEge2023;SWE;Sweden;2023;ge;1,60;0,26;7;94,8;84,4;99,1
CHEge2023;CHE;Switzerland;2023;ge;2,13;0,28;6;99,5;96,7;100,0
SYRge2023;SYR;Syrian Arab Republic;2023;ge;-1,79;0,30;5;3,3;0,0;9,9
STPge2023;STP;Sao Tome and Principe;2023;ge;-0,90;0,24;7;17,9;9,9;32,1
TWNge2023;TWN;TaiwanSao Tome;2023;ge;1,48;0,26;7;91,5;81,6;97,6
TJKge2023;TJK;Tajikistan;2023;ge;-0,77;0,29;7;23,6;9,9;39,2
TZAge2023;TZA;Tanzania;2023;ge;-0,46;0,21;12;34,9;22,6;45,3
THAge2023;THA;Thailand;2023;ge;0,17;0,26;7;58,5;41,0;69,8
TMPge2023;TMP;Timor-Leste;2023;ge;-0,84;0,29;6;20,8;9,4;37,3
TGOge2023;TGO;Togo;2023;ge;-0,58;0,22;11;30,2;16,5;42,0
TONge2023;TON;Tonga;2023;ge;-0,12;0,41;3;45,8;22,6;68,9
TTOge2023;TTO;Trinidad and Tobago;2023;ge;-0,04;0,29;5;49,5;32,1;66,5
TUNge2023;TUN;Tunisia;2023;ge;-0,30;0,24;9;39,2;26,9;55,7
TKMge2023;TKM;Turkmenistan;2023;ge;-1,21;0,33;3;10,8;3,8;27,4
TUVge2023;TUV;Tuvalu;2023;ge;-0,45;0,41;3;35,4;12,7;58,5
TURge2023;TUR;Turkiye;2023;ge;-0,25;0,26;7;41,5;26,9;58,5
UGAge2023;UGA;Uganda;2023;ge;-0,55;0,22;10;31,6;17,5;43,4
UKRge2023;UKR;Ukraine;2023;ge;-0,36;0,28;6;37,7;21,2;55,7
AREge2023;ARE;United Arab Emirates;2023;ge;1,60;0,26;7;95,3;84,4;99,1
GBRge2023;GBR;United Kingdom;2023;ge;1,16;0,28;6;84,4;74,5;95,3
USAge2023;USA;United States;2023;ge;1,22;0,28;6;87,7;76,9;96,7
URYge2023;URY;Uruguay;2023;ge;0,85;0,26;7;79,2;66,0;88,7
UZBge2023;UZB;Uzbekistan;2023;ge;-0,28;0,27;8;40,1;25,5;58,0
VUTge2023;VUT;Vanuatu;2023;ge;-0,57;0,39;5;31,1;10,8;53,8
VENge2023;VEN;Venezuela;2023;ge;-1,60;0,24;8;5,7;0,9;11,3
VNMge2023;VNM;Viet Nam;2023;ge;0,13;0,27;8;56,1;37,7;69,3
VIRge2023;VIR;Virgin Islands;2023;ge;0,65;0,51;1;73,1;43,4;91,5
WBGge2023;WBG;West Bank and Gaza;2023;ge;-1,21;0,36;4;10,4;2,4;29,2
YEMge2023;YEM;Yemen;2023;ge;-2,28;0,26;7;0,5;0,0;2,4
ZMBge2023;ZMB;Zambia;2023;ge;-0,66;0,21;10;27,8;14,6;37,7
ZWEge2023;ZWE;Zimbabwe;2023;ge;-1,17;0,21;11;11,8;6,6;20,8
AFGpv2023;AFG;Afghanistan;2023;pv;-2,48;0,23;5;1,4;0,0;4,7
ALBpv2023;ALB;Albania;2023;pv;0,18;0,23;6;51,7;40,3;63,5
DZApv2023;DZA;Algeria;2023;pv;-0,58;0,23;6;23,2;14,2;39,8
ASMpv2023;ASM;American Samoa;2023;pv;1,11;0,40;1;91,9;60,7;100,0
ADOpv2023;ADO;Andorra;2023;pv;1,58;0,28;3;98,6;91,9;100,0
AGOpv2023;AGO;Angola;2023;pv;-0,34;0,21;7;32,2;19,9;46,4
AIApv2023;AIA;Anguilla;2023;pv;1,11;0,40;1;91,9;60,7;100,0
ATGpv2023;ATG;Antigua and Barbuda;2023;pv;0,92;0,27;4;80,6;60,7;95,7
ARGpv2023;ARG;Argentina;2023;pv;-0,13;0,22;7;41,7;26,1;53,1
ARMpv2023;ARM;Armenia;2023;pv;-0,83;0,24;5;17,1;11,8;28,0
ABWpv2023;ABW;Aruba;2023;pv;1,43;0,26;3;97,6;84,4;100,0
AUSpv2023;AUS;Australia;2023;pv;0,92;0,21;8;79,6;64,5;95,3
AUTpv2023;AUT;Austria;2023;pv;0,73;0,22;8;71,6;55,9;90,0
AZEpv2023;AZE;Azerbaijan;2023;pv;-0,73;0,24;5;18,0;13,3;31,8
BHSpv2023;BHS;Bahamas;2023;pv;1,01;0,23;6;84,8;68,2;96,7
BHRpv2023;BHR;Bahrain;2023;pv;-0,37;0,23;6;29,4;17,5;46,4
BGDpv2023;BGD;Bangladesh;2023;pv;-0,91;0,21;8;15,6;11,8;23,7
BRBpv2023;BRB;Barbados;2023;pv;1,19;0,23;6;93,8;74,9;98,1
BLRpv2023;BLR;Belarus;2023;pv;-0,73;0,23;6;18,5;13,3;30,8
BELpv2023;BEL;Belgium;2023;pv;0,40;0,22;7;58,3;47,4;74,4
BLZpv2023;BLZ;Belize;2023;pv;0,59;0,23;5;65,4;51,7;82,5
BENpv2023;BEN;Benin;2023;pv;-0,35;0,23;5;31,8;17,5;47,4
BMUpv2023;BMU;Bermuda;2023;pv;1,02;0,31;2;86,7;62,1;98,1
BTNpv2023;BTN;Bhutan;2023;pv;0,98;0,24;4;83,4;64,9;96,7
BOLpv2023;BOL;Bolivia;2023;pv;-0,31;0,23;6;35,1;19,9;48,3
BIHpv2023;BIH;Bosnia and Herzegovina;2023;pv;-0,35;0,23;6;31,3;17,5;46,9
BWApv2023;BWA;Botswana;2023;pv;1,04;0,22;8;87,2;70,1;96,7
BRApv2023;BRA;Brazil;2023;pv;-0,41;0,21;8;28,4;17,5;43,1
BRNpv2023;BRN;Brunei Darussalam;2023;pv;1,37;0,24;5;96,7;82,9;100,0
BGRpv2023;BGR;Bulgaria;2023;pv;0,34;0,22;8;55,5;45,5;70,1
BFApv2023;BFA;Burkina Faso;2023;pv;-2,04;0,23;6;5,7;2,4;8,5
BDIpv2023;BDI;Burundi;2023;pv;-1,17;0,24;4;12,8;8,5;17,5
KHMpv2023;KHM;Cambodia;2023;pv;0,04;0,23;6;47,9;33,6;59,7
CMRpv2023;CMR;Cameroon;2023;pv;-1,40;0,23;6;11,4;7,1;13,3
CANpv2023;CAN;Canada;2023;pv;0,82;0,22;7;76,3;60,7;93,8
CPVpv2023;CPV;Cape Verde;2023;pv;0,90;0,24;4;79,1;60,7;95,7
CYMpv2023;CYM;Cayman Islands;2023;pv;1,63;0,26;3;99,5;94,3;100,0
CAFpv2023;CAF;Central African Republic;2023;pv;-2,20;0,24;5;3,3;0,5;7,1
TCDpv2023;TCD;Chad;2023;pv;-1,56;0,24;5;9,0;6,2;12,8
CHLpv2023;CHL;Chile;2023;pv;0,14;0,22;7;50,2;38,4;60,7
CHNpv2023;CHN;China;2023;pv;-0,51;0,21;8;25,1;16,6;40,3
COLpv2023;COL;Colombia;2023;pv;-0,72;0,22;8;19,0;13,3;30,8
COMpv2023;COM;Comoros;2023;pv;-0,23;0,28;3;38,9;20,4;53,1
ZARpv2023;ZAR;Congo;2023;pv;-2,04;0,21;7;5,2;2,4;7,6
COGpv2023;COG;Congo;2023;pv;0,02;0,23;6;46,9;30,8;57,3
COKpv2023;COK;Cook Islands;2023;pv;1,20;0,51;1;94,8;55,9;100,0
CRIpv2023;CRI;Costa Rica;2023;pv;0,98;0,22;7;83,9;68,2;95,7
HRVpv2023;HRV;Croatia;2023;pv;0,60;0,22;8;67,8;53,1;81,5
CUBpv2023;CUB;Cuba;2023;pv;0,38;0,24;5;56,9;46,0;74,4
CYPpv2023;CYP;Cyprus;2023;pv;0,41;0,22;7;59,2;47,4;74,4
CZEpv2023;CZE;Czech Republic;2023;pv;0,97;0,22;7;82,5;67,8;95,7
CIVpv2023;CIV;Cote d'Ivoire;2023;pv;-0,63;0,22;7;21,8;13,7;36,5
DNKpv2023;DNK;Denmark;2023;pv;0,85;0,22;7;76,8;60,7;95,3
DJIpv2023;DJI;Djibouti;2023;pv;-0,52;0,24;4;24,6;15,2;42,2
DMApv2023;DMA;Dominica;2023;pv;1,29;0,27;4;95,7;76,3;99,5
DOMpv2023;DOM;Dominican Republic;2023;pv;0,24;0,23;6;53,6;41,2;68,2
ECUpv2023;ECU;Ecuador;2023;pv;-0,34;0,23;6;32,7;19,0;47,4
EGYpv2023;EGY;Egypt;2023;pv;-0,87;0,23;6;16,6;11,8;26,1
SLVpv2023;SLV;El Salvador;2023;pv;0,00;0,22;7;46,4;30,3;55,9
GNQpv2023;GNQ;Equatorial Guinea;2023;pv;-0,24;0,24;4;38,4;21,3;50,2
ERIpv2023;ERI;Eritrea;2023;pv;-0,79;0,24;4;17,5;11,8;28,9
ESTpv2023;EST;Estonia;2023;pv;0,66;0,22;8;69,2;55,0;86,3
SWZpv2023;SWZ;Eswatini;2023;pv;-0,36;0,24;4;30,8;17,5;47,4
ETHpv2023;ETH;Ethiopia;2023;pv;-1,97;0,23;6;6,2;2,8;8,5
FJIpv2023;FJI;Fiji;2023;pv;0,74;0,25;4;73,0;55,0;91,9
FINpv2023;FIN;Finland;2023;pv;0,71;0,22;7;71,1;55,9;88,6
FRApv2023;FRA;France;2023;pv;0,34;0,22;8;55,9;45,5;70,1
GUFpv2023;GUF;French Guiana;2023;pv;0,23;0,26;3;53,1;40,3;68,7
GABpv2023;GAB;Gabon;2023;pv;-0,34;0,23;6;33,6;19,0;47,4
GMBpv2023;GMB;Gambia;2023;pv;-0,01;0,22;7;46,0;28,9;55,9
GEOpv2023;GEO;Georgia;2023;pv;-0,34;0,23;6;33,2;19,0;47,4
DEUpv2023;DEU;Germany;2023;pv;0,59;0,22;8;66,4;52,6;81,0
GHApv2023;GHA;Ghana;2023;pv;-0,02;0,22;8;45,5;28,9;55,0
GRCpv2023;GRC;Greece;2023;pv;0,24;0,22;8;54,0;42,2;67,8
GRLpv2023;GRL;Greenland;2023;pv;1,50;0,33;2;98,1;81,5;100,0
GRDpv2023;GRD;Grenada;2023;pv;1,02;0,27;4;86,3;64,5;97,6
GUMpv2023;GUM;Guam;2023;pv;0,89;0,31;2;78,2;57,3;96,7
GTMpv2023;GTM;Guatemala;2023;pv;-0,24;0,23;6;37,0;22,7;49,8
GINpv2023;GIN;Guinea;2023;pv;-0,88;0,23;6;16,1;11,8;25,6
GNBpv2023;GNB;Guinea-Bissau;2023;pv;-0,33;0,27;4;34,1;17,5;49,8
GUYpv2023;GUY;Guyana;2023;pv;-0,06;0,23;6;43,6;28,0;55,0
HTIpv2023;HTI;Haiti;2023;pv;-1,43;0,23;6;10,4;7,1;13,3
HNDpv2023;HND;Honduras;2023;pv;-0,46;0,23;6;28,0;16,6;43,1
HKGpv2023;HKG;Hong Kong;2023;pv;0,67;0,24;7;69,7;54,5;87,7
